Index,Business Name,Business Address,Business Address(Line 1),Business Address(Line 2),Business Address Suburb,Business Phone Number,Eat Safe Rating,Permit Name,Business Address Suburb List
4976,Kogi Go,5/106 Garden Rd -,5/106 Garden Rd,,Richlands,-,3,Cafe/Restaurant,"R, Richlands"
4977,Mangal Turkish Cuisine,"Shop 7, 205 Government Rd (Richlands Marketplace) -","Shop 7, 205 Government Rd (Richlands Marketplace)",,Richlands,-,,Cafe/Restaurant,"R, Richlands"
4978,Caltex Richlands,215 Government Road -,215 Government Road,,Richlands,-,,Takeaway Food,"R, Richlands"
4979,Fresh & Save Richlands,144 Pine Rd (HomeCo Richlands) -,144 Pine Rd (HomeCo Richlands),,Richlands,-,,"Food Manufacturer,Food Shop,Fruit and Vegetable Processing","R, Richlands"
4980,7-Eleven 4191A,208 Progress Rd -,208 Progress Rd,,Richlands,-,,Food Shop,"R, Richlands"
4981,Portuguese Family Centre,1449 Boundary Road 3879 4055,1449 Boundary Road,,Ellen Grove,3879 4055,3,Cafe/Restaurant,"E, Ellen Grove"
4982,Wesley Mission Queensland,11a Southampton Road -,11a Southampton Road,,Ellen Grove,-,3,Food Shop,"E, Ellen Grove"
4983,The Baptist Union of QLD Hosanna Church Brisbane,65 Woogaroo St -,65 Woogaroo St,,Ellen Grove,-,,Cafe/Restaurant,"E, Ellen Grove"
4984,Supa Sub Me,255 Waterford Rd -,255 Waterford Rd,,Ellen Grove,-,,Cafe/Restaurant,"E, Ellen Grove"
4985,Hoggys Diner n Cafe,255 Waterford Road -,255 Waterford Road,,Ellen Grove,-,4,Cafe/Restaurant,"E, Ellen Grove"
4986,Lakes Seafood,Shop 29 / Forest Lake Village Shopping Centre 235 Forest Lake Boulevard -,Shop 29 / Forest Lake Village Shopping Centre,235 Forest Lake Boulevard,Forest Lake,-,,Cafe/Restaurant,"F, Forest Lake"
4987,McDonald's Forest Lake,237 Forest Lake Boulveard -,237 Forest Lake Boulveard,,Forest Lake,-,3,Cafe/Restaurant,"F, Forest Lake"
4988,Happy Meal Asian Food Restaurant,"Shop 6, 85 Joseph Banks Avenue (07) 3879 0333","Shop 6, 85 Joseph Banks Avenue",,Forest Lake,(07) 3879 0333,3,Cafe/Restaurant,"F, Forest Lake"
4989,Forest Lake Hotel,Forest Lake Village 245 Forest Lake Boulevard 0738797072,Forest Lake Village,245 Forest Lake Boulevard,Forest Lake,0738797072,,Cafe/Restaurant,"F, Forest Lake"
4990,Forest Lake Child Care Centre,130 Woodgaroo St -,130 Woodgaroo St,,Forest Lake,-,5,Child Care Centre,"F, Forest Lake"
4991,Red Rooster Forest Lake,251 Forest Lake Boulevard -,251 Forest Lake Boulevard,,Forest Lake,-,,"Cafe/Restaurant,Takeaway Food","F, Forest Lake"
4992,Grace of India,13/120 Woogaroo Street 3279 9933,13/120 Woogaroo Street,,Forest Lake,3279 9933,3,Cafe/Restaurant,"F, Forest Lake"
4993,Noodle Land,"Shop 5, 251 Forest Lake Boulevard -","Shop 5, 251 Forest Lake Boulevard",,Forest Lake,-,3,Cafe/Restaurant,"F, Forest Lake"
4994,Forest Lake Lodge,C/- Forest Lake Lodge 12 Tewantin Way -,C/- Forest Lake Lodge,12 Tewantin Way,Forest Lake,-,4,Care Facility,"F, Forest Lake"
4995,The Coffee Club Forest Lake,235 Forest Lake Blvd -,235 Forest Lake Blvd,,Forest Lake,-,4,Cafe/Restaurant,"F, Forest Lake"
4996,Forest Lake Bakery,7/120 Woogaroo Street -,7/120 Woogaroo Street,,Forest Lake,-,,Bakery/Patisserie,"F, Forest Lake"
4997,Woolworths Forest Lake 2648,235 Forest Lake Blvd -,235 Forest Lake Blvd,,Forest Lake,-,,"Bakery/Patisserie,Delicatessen,Fruit and Vegetable Processing","F, Forest Lake"
4998,Lakeside Fruit Barn,T25 / 235 Forest Lake Boulevard -,T25 / 235 Forest Lake Boulevard,,Forest Lake,-,3,Fruit and Vegetable Processing,"F, Forest Lake"
4999,FIG TREE BAKEHOUSE,235 Forest Lake Boulevard -,235 Forest Lake Boulevard,,Forest Lake,-,,Bakery/Patisserie,"F, Forest Lake"
5000,Subway Forest Lake,251 Forest Lake Blvd -,251 Forest Lake Blvd,,Forest Lake,-,3,"Takeaway Food,Cafe/Restaurant","F, Forest Lake"
5001,2FISH,"S1, 255 Forest Lake Blvd -","S1, 255 Forest Lake Blvd",,Forest Lake,-,3,Takeaway Food,"F, Forest Lake"
5002,Empire Kebabs,Shop 13 / 235 Forest Lake Boulevard -,Shop 13 / 235 Forest Lake Boulevard,,Forest Lake,-,3,Takeaway Food,"F, Forest Lake"
5003,The Cheesecake Shop Forest Lake,"U1, 175 College Ave (Forest Lake Convenient Ctre) -","U1, 175 College Ave (Forest Lake Convenient Ctre)",,Forest Lake,-,,Bakery/Patisserie,"F, Forest Lake"
5004,Wendy's Forest Lake,"Kiosk 3, Forest Lake Shopping Centre 235 Forest Lake Blvd -","Kiosk 3, Forest Lake Shopping Centre",235 Forest Lake Blvd,Forest Lake,-,4,Takeaway Food,"F, Forest Lake"
5005,CABYBEI PTY LTD,30/235 FOREST LAKE BOULEVARD -,30/235 FOREST LAKE BOULEVARD,,Forest Lake,-,3,"Food Shop,Takeaway Food","F, Forest Lake"
5006,IGA Xpress Forest Lake,120 Woogaroo Street -,120 Woogaroo Street,,Forest Lake,-,3,Takeaway Food,"F, Forest Lake"
5007,Forest Court Chinese Takeaway,Forest Fair Chinese Takeaway 120 Woogaroo St 33729266,Forest Fair Chinese Takeaway,120 Woogaroo St,Forest Lake,33729266,5,Takeaway Food,"F, Forest Lake"
5008,Yoshi Sushi,Forest Lake Village 235 Forest Lake Boulevard 0732799382,Forest Lake Village,235 Forest Lake Boulevard,Forest Lake,0732799382,,Takeaway Food,"F, Forest Lake"
5009,The Grand Bakery Forest Lake,"Shop 1, West Grand Place Shopping Centre 152 Woogaroo St -","Shop 1, West Grand Place Shopping Centre",152 Woogaroo St,Forest Lake,-,3,Bakery/Patisserie,"F, Forest Lake"
5010,Building Futures Montessori,15 High Street -,15 High Street,,Forest Lake,-,5,Child Care Centre,"F, Forest Lake"
5011,VIET'S BROTHERS RESTAURANT,"Shop 1 & 9, 200 Grand Ave -","Shop 1 & 9, 200 Grand Ave",,Forest Lake,-,3,Cafe/Restaurant,"F, Forest Lake"
5012,Pizza Hut Forest Lake,2/251 Forest Lake Boulevard -,2/251 Forest Lake Boulevard,,Forest Lake,-,5,Takeaway Food,"F, Forest Lake"
5013,Domino's Forest Lake,"Shop 3, 200 Grand Avenue -","Shop 3, 200 Grand Avenue",,Forest Lake,-,,Takeaway Food,"F, Forest Lake"
5014,Pizza in a Hurry,"Shop 6, Forest Lake Shopping Centre 255 Forest Lake Blvd -","Shop 6, Forest Lake Shopping Centre",255 Forest Lake Blvd,Forest Lake,-,,Takeaway Food,"F, Forest Lake"
5015,St John's Anglican College,55 College Avenue -,55 College Avenue,,Forest Lake,-,4,"Food Shop,Takeaway Food","F, Forest Lake"
5016,St Johns Anglican College,25 Alpine Place -,25 Alpine Place,,Forest Lake,-,4,Takeaway Food,"F, Forest Lake"
5017,Milestones Early Learning Forest Lake,91 Joseph Banks Avenue -,91 Joseph Banks Avenue,,Forest Lake,-,3,Child Care Centre,"F, Forest Lake"
5018,Nando's Australia Pty Ltd T/A Nando's Forest Lake,235 Forest Lake Boulevard -,235 Forest Lake Boulevard,,Forest Lake,-,3,Cafe/Restaurant,"F, Forest Lake"
5019,Wild Wings Forest Lake,Shop 49. 235 Forest Lake Boulevard -,Shop 49. 235 Forest Lake Boulevard,,Forest Lake,-,3,Takeaway Food,"F, Forest Lake"
5020,DC's Cafe and Juice Bar,235 FOREST LAKE BOULEVARD -,235 FOREST LAKE BOULEVARD,,Forest Lake,-,4,Cafe/Restaurant,"F, Forest Lake"
5021,Yummy Fried Rice,"Shop 2, 152 Woogaroo Street -","Shop 2, 152 Woogaroo Street",,Forest Lake,-,,Takeaway Food,"F, Forest Lake"
5022,Kim Thanh Bakery & Takeaway,175 COLLEGE AVENUE -,175 COLLEGE AVENUE,,Forest Lake,-,,Bakery/Patisserie,"F, Forest Lake"
5023,Punjab Curry Club,"Shop 1-C, 251 Forest Lake Boulevard 38796872","Shop 1-C, 251 Forest Lake Boulevard",,Forest Lake,38796872,,Cafe/Restaurant,"F, Forest Lake"
5024,Baskin Robbins Forest Lake,"Shop 1b, 251 Forest Lake Blvd -","Shop 1b, 251 Forest Lake Blvd",,Forest Lake,-,4,Cafe/Restaurant,"F, Forest Lake"
5025,JoJo's Treat House,34 Toolara Cct 3879 4858,34 Toolara Cct,,Forest Lake,3879 4858,4,Bakery/Patisserie,"F, Forest Lake"
5026,KHAO THAI,S36 235 Forest Lake Blvd -,S36 235 Forest Lake Blvd,,Forest Lake,-,4,Cafe/Restaurant,"F, Forest Lake"
5027,Burrito Bar Forest Lake,"Shop 31, 235 Forest Lake Blvd -","Shop 31, 235 Forest Lake Blvd",,Forest Lake,-,5,Cafe/Restaurant,"F, Forest Lake"
5028,Goodstart Early Learning Forest Lake - Centennial Way,15 Centennial Way -,15 Centennial Way,,Forest Lake,-,5,Child Care Centre,"F, Forest Lake"
5029,CAKES BY SAV,6 Bribie Pl -,6 Bribie Pl,,Forest Lake,-,,Bakery/Patisserie,"F, Forest Lake"
5030,Lambinades - Rego# 414UTT,Mobile Food Vehicle- Rego # 414UTT -,Mobile Food Vehicle- Rego # 414UTT,,Forest Lake,-,,Mobile Food,"F, Forest Lake"
5031,Jae Bul Pocha Group Pty Ltd,"S01B, Forest Lake Shopping Ctre, 235 Forest Lake Blvd -","S01B, Forest Lake Shopping Ctre, 235 Forest Lake Blvd",,Forest Lake,-,,Cafe/Restaurant,"F, Forest Lake"
5032,Stellarossa Forest Lake,Forest Lake Shopping Centre Shop41/235 FOREST LAKE BOULEVARD -,Forest Lake Shopping Centre,Shop41/235 FOREST LAKE BOULEVARD,Forest Lake,-,4,Cafe/Restaurant,"F, Forest Lake"
5033,Donut King Forest Lake,"K4, 235 Forest Lake Blvd (Forest Lake Shopping Ctre) -","K4, 235 Forest Lake Blvd (Forest Lake Shopping Ctre)",,Forest Lake,-,,Takeaway Food,"F, Forest Lake"
5034,Naijadelish,11 Drake Place -,11 Drake Place,,Forest Lake,-,,Takeaway Food,"F, Forest Lake"
5035,Diamond One Handmade,1 Diamondy Close -,1 Diamondy Close,,Forest Lake,-,,Food Manufacturer,"F, Forest Lake"
5036,Filipino Pearly Buns,2 Danbulla Crescent -,2 Danbulla Crescent,,Forest Lake,-,,Mobile Food,"F, Forest Lake"
5037,8848 Momo House Forest Lake,235 Forest Lake Blvd -,235 Forest Lake Blvd,,Forest Lake,-,5,Cafe/Restaurant,"F, Forest Lake"
5038,Goodstart Early Learning Forest Lake - Forest Lake Boulevard,10 Forest Lake Boulevard -,10 Forest Lake Boulevard,,Forest Lake,-,4,Child Care Centre,"F, Forest Lake"
5039,Mista Boo Sushi,"S35, 235 Forest Lake Boulevard (Forest Lake Sh/g Ctre) -","S35, 235 Forest Lake Boulevard (Forest Lake Sh/g Ctre)",,Forest Lake,-,3,Cafe/Restaurant,"F, Forest Lake"
5040,Lighthouse Event Centre,65 Woogaroo Street -,65 Woogaroo Street,,Forest Lake,-,,Cafe/Restaurant,"F, Forest Lake"
5041,Hana's Rolls,"K04B, Forest Lake Shopping Ctre, 235 Forest Lake Blvd -","K04B, Forest Lake Shopping Ctre, 235 Forest Lake Blvd",,Forest Lake,-,,Takeaway Food,"F, Forest Lake"
5042,Anna's Homemade Cupcakes,1 Clarendon Circuit -,1 Clarendon Circuit,,Forest Lake,-,,Food Manufacturer,"F, Forest Lake"
5043,St Nicholas Nursing Home Ltd,19 Hampstead Rd 07 3844 6063,19 Hampstead Rd,,Highgate Hill,07 3844 6063,5,Care Facility,"H, Highgate Hill"
5044,Lift Cafe,11 Gladstone Road -,11 Gladstone Road,,Highgate Hill,-,3,Cafe/Restaurant,"H, Highgate Hill"
5045,Thai Pan Kitchen,36B Gladstone Road 3844 0184,36B Gladstone Road,,Highgate Hill,3844 0184,4,Cafe/Restaurant,"H, Highgate Hill"
5046,Stone & Brew,36C Gladstone Road -,36C Gladstone Road,,Highgate Hill,-,,Cafe/Restaurant,"H, Highgate Hill"
5047,Lucky Duck,15 Gladstone Road -,15 Gladstone Road,,Highgate Hill,-,,Cafe/Restaurant,"H, Highgate Hill"
5048,Nightowl Highgate Hill,4/32 GLADSTONE ROAD -,4/32 GLADSTONE ROAD,,Highgate Hill,-,4,Takeaway Food,"H, Highgate Hill"
5049,PETIT CHOUX BAKERY,32 Gladstone Rd -,32 Gladstone Rd,,Highgate Hill,-,,Bakery/Patisserie,"H, Highgate Hill"
5050,The Little Green Room Cafe & Bar,43A Gladstone Road -,43A Gladstone Road,,Highgate Hill,-,,Cafe/Restaurant,"H, Highgate Hill"
5051,Coffee On Gladstone,165 Gladstone Road -,165 Gladstone Road,,Highgate Hill,-,4,Cafe/Restaurant,"H, Highgate Hill"
5052,Dovetail Social,49 Laura Street -,49 Laura Street,,Highgate Hill,-,5,"Bakery/Patisserie,Cafe/Restaurant","H, Highgate Hill"
5053,Denim Co Pty Ltd ATF The Fashion Cafe Trust,Shop 9A Little Stanley Street -,Shop 9A Little Stanley Street,,South Bank,-,5,Cafe/Restaurant,"S, South Bank"
5054,Sage Yellowfin South Bank,"Shop 24, 164 Grey St -","Shop 24, 164 Grey St",,South Bank,-,,Cafe/Restaurant,"S, South Bank"
5055,Subway Grey Street,Shop 2 179 Grey Street -,Shop 2 179 Grey Street,,South Bank,-,4,Takeaway Food,"S, South Bank"
5056,WEST END GARDEN RESTAURANT,190 MELBOURNE STREET 04 0263 9136,190 MELBOURNE STREET,,South Brisbane,04 0263 9136,3,Cafe/Restaurant,"S, South Brisbane"
5057,Chloes by Zouki,Mater Hospital 30 Raymond Tce -,Mater Hospital,30 Raymond Tce,South Brisbane,-,5,Cafe/Restaurant,"S, South Brisbane"
5058,The Fourth Monkey Cocktail Bar and Grill,58 MOLLISON STREET -,58 MOLLISON STREET,,South Brisbane,-,4,Cafe/Restaurant,"S, South Brisbane"
5059,The Coffee Club,1/550 Stanley St -,1/550 Stanley St,,South Brisbane,-,4,Cafe/Restaurant,"S, South Brisbane"
5060,The Gunshop Cafe,53 Mollison Street -,53 Mollison Street,,South Brisbane,-,,Cafe/Restaurant,"S, South Brisbane"
5061,Barbossa Bar and Bottleshop,164B Grey Street 3846 6990,164B Grey Street,,South Brisbane,3846 6990,4,Cafe/Restaurant,"S, South Brisbane"
5062,Subway Mater Hill,"Shop 3, 550 Stanley St (Mater Private Clinic) -","Shop 3, 550 Stanley St (Mater Private Clinic)",,South Brisbane,-,,Cafe/Restaurant,"S, South Brisbane"
5063,Vici Italian,"Shop 1, 174 Grey St -","Shop 1, 174 Grey St",,South Brisbane,-,,Cafe/Restaurant,"S, South Brisbane"
5064,Mr Noodle South Brisbane,7 / 220 Melbourne St -,7 / 220 Melbourne St,,South Brisbane,-,3,"Cafe/Restaurant,Takeaway Food","S, South Brisbane"
5065,Viet De Lites Pty Ltd,S 4 166 Grey Street 07 3844 8979,S 4 166 Grey Street,,South Brisbane,07 3844 8979,,Cafe/Restaurant,"S, South Brisbane"
5066,Double Happy Noodle & Dumplings,4/220 Melbourne St -,4/220 Melbourne St,,South Brisbane,-,3,Cafe/Restaurant,"S, South Brisbane"
5067,Nusa Dining,Shop 5 220 Melbourne St -,Shop 5 220 Melbourne St,,South Brisbane,-,,Cafe/Restaurant,"S, South Brisbane"
5068,Siam Samrarn Thai Restaurant,1 / 69 BOUNDARY STREET -,1 / 69 BOUNDARY STREET,,South Brisbane,-,5,Cafe/Restaurant,"S, South Brisbane"
5069,Hotel West End,10 Browning Street 38409888,10 Browning Street,,South Brisbane,38409888,,Cafe/Restaurant,"S, South Brisbane"
5070,Cater Care Australia Operations Pty Ltd,137 Montague Road -,137 Montague Road,,South Brisbane,-,4,Cafe/Restaurant,"S, South Brisbane"
5071,Greek Orthodox Community of St George Brisbane,30 Browning Street -,30 Browning Street,,South Brisbane,-,5,Child Care Centre,"S, South Brisbane"
5072,Fritzenberger,11 & 12 Little Stanley St -,11 & 12 Little Stanley St,,South Brisbane,-,4,Cafe/Restaurant,"S, South Brisbane"
5073,Espresso Garage Southbank,"Shop 8, 176 Grey St -","Shop 8, 176 Grey St",,South Brisbane,-,,Cafe/Restaurant,"S, South Brisbane"
5074,Its Still A Secret,48 Montague Road -,48 Montague Road,,South Brisbane,-,3,Cafe/Restaurant,"S, South Brisbane"
5075,Mothers by Zouki,"Mater Hospital Level 5, 30 Raymond Terrace -",Mater Hospital,"Level 5, 30 Raymond Terrace",South Brisbane,-,5,Cafe/Restaurant,"S, South Brisbane"
5076,Siam South Bank,Unit 4B 15 Tribune St 07 38460322,Unit 4B 15 Tribune St,,South Brisbane,07 38460322,3,Cafe/Restaurant,"S, South Brisbane"
5077,Indian Room,2/220 Melbourne St -,2/220 Melbourne St,,South Brisbane,-,4,Cafe/Restaurant,"S, South Brisbane"
5078,Mater Private Hospital Main Kitchen,Floor 6 Mater Private Hospital 301 Vulture St 31637139,Floor 6 Mater Private Hospital,301 Vulture St,South Brisbane,31637139,4,Hospital,"S, South Brisbane"
5079,Mater Adult Main Kitchen,Level 3 Mater Adult Hospital 39 Annerley Rd 31637139,Level 3 Mater Adult Hospital,39 Annerley Rd,South Brisbane,31637139,4,Hospital,"S, South Brisbane"
5080,St Andrew's Anglican Church,160 Vulture Street 38443808,160 Vulture Street,,South Brisbane,38443808,3,Cafe/Restaurant,"S, South Brisbane"
5081,Punjabi Palace,135 Melbourne St -,135 Melbourne St,,South Brisbane,-,4,Cafe/Restaurant,"S, South Brisbane"
5082,Okuman Karaage & Ramen Bar,"Shop 6, 220 Melbourne Street -","Shop 6, 220 Melbourne Street",,South Brisbane,-,,Cafe/Restaurant,"S, South Brisbane"
5083,Cosmos Cafe,33BB Parkland Central Cafes 3844 6268,33BB Parkland Central Cafes,,South Brisbane,3844 6268,,Takeaway Food,"S, South Brisbane"
5084,Brisbane Convention & Exhibition Centre,Cnr Merivale & Glenelg Street 3308 3058,Cnr Merivale & Glenelg Street,,South Brisbane,3308 3058,4,"Cafe/Restaurant,Caterer - Off Site,Caterer - On Site","S, South Brisbane"
5085,Rydges Hotel,1A Glenelg Street 3364 0800,1A Glenelg Street,,South Brisbane,3364 0800,3,"Cafe/Restaurant,Caterer - On Site,Accommodation Meals","S, South Brisbane"
5086,Riverside Hotel Southbank,40 Montague Road 3846 0577,40 Montague Road,,South Brisbane,3846 0577,3,Cafe/Restaurant,"S, South Brisbane"
5087,Plough Inn,153 Stanley Street 3844 7777,153 Stanley Street,,South Brisbane,3844 7777,,Cafe/Restaurant,"S, South Brisbane"
5088,Muse Cafe,74 Stanley Street -,74 Stanley Street,,South Brisbane,-,4,Cafe/Restaurant,"S, South Brisbane"
5089,Cafe Lagoonas,"31AC, 153 Stanley St (Riverside Terrace) -","31AC, 153 Stanley St (Riverside Terrace)",,South Brisbane,-,,Takeaway Food,"S, South Brisbane"
5090,River City Cruises,Cultural Centre Public Pontoon 455 STANLEY ST 0428 278 473,Cultural Centre Public Pontoon,455 STANLEY ST,South Brisbane,0428 278 473,,Mobile Food,"S, South Brisbane"
5091,The Ship Inn,447 Stanley Street - Southbank 3844 8000,447 Stanley Street - Southbank,,South Brisbane,3844 8000,3,Cafe/Restaurant,"S, South Brisbane"
5092,Upstairs Southbank Cinemas,23A Ernest Street 3846 5577,23A Ernest Street,,South Brisbane,3846 5577,,Cafe/Restaurant,"S, South Brisbane"
5093,Sushi n Fried Chicken,"Shop 9, 69 -79 Boundary St (Soda Factory) -","Shop 9, 69 -79 Boundary St (Soda Factory)",,South Brisbane,-,,Cafe/Restaurant,"S, South Brisbane"
5094,Fishbowl Services Pty Ltd,105 Melbourne Street -,105 Melbourne Street,,South Brisbane,-,4,Takeaway Food,"S, South Brisbane"
5095,Brooklyn Slice,31BC 153 Stanley Street -,31BC 153 Stanley Street,,South Brisbane,-,,Takeaway Food,"S, South Brisbane"
5096,New Zealand Natural SouthBank,"Shop 31, 153 Stanley St (Southbank Parklands) 31/153 STANLEY STREET -","Shop 31, 153 Stanley St (Southbank Parklands)",31/153 STANLEY STREET,South Brisbane,-,4,Takeaway Food,"S, South Brisbane"
5097,Somerville House School Tuckshop,253 Vulture Street 3033 9215,253 Vulture Street,,South Brisbane,3033 9215,5,Takeaway Food,"S, South Brisbane"
5098,Boost Juice Southbank Parklands,Shop 31 BD 153 Stanley St Southbank Parklands -,Shop 31 BD 153 Stanley St,Southbank Parklands,South Brisbane,-,3,Takeaway Food,"S, South Brisbane"
5099,Brisbane Baker House,167 Vulture St 07 3844 9758,167 Vulture St,,South Brisbane,07 3844 9758,3,Takeaway Food,"S, South Brisbane"
5100,Marees Cafe,188 MONTAGUE ROAD -,188 MONTAGUE ROAD,,South Brisbane,-,3,"Takeaway Food,Cafe/Restaurant","S, South Brisbane"
5101,Happy Pops,"S30BC, 153 Stanley St, (South Bank Parklands) -","S30BC, 153 Stanley St, (South Bank Parklands)",,South Brisbane,-,3,Takeaway Food,"S, South Brisbane"
5102,Hana Sushi,"Shop 6, 551 Stanley Street 07 3010 5799","Shop 6, 551 Stanley Street",,South Brisbane,07 3010 5799,,Cafe/Restaurant,"S, South Brisbane"
5103,Mado Cafe and Restaurant,Shop 1-3 The Galleria Apartments 15 Tribune St 3844 7111,Shop 1-3 The Galleria Apartments,15 Tribune St,South Brisbane,3844 7111,,Cafe/Restaurant,"S, South Brisbane"
5104,Nurse Station Cafe,550 Stanley St 0404469684,550 Stanley St,,South Brisbane,0404469684,,Cafe/Restaurant,"S, South Brisbane"
5105,Ovello Bar and Kitchen,2 GLENELG ST -,2 GLENELG ST,,South Brisbane,-,,Cafe/Restaurant,"S, South Brisbane"
5106,McAuleys by Zouki,"Mater Private Hospital Brisbane - Lvl 6, 301 Vulture St 3163 8734","Mater Private Hospital Brisbane - Lvl 6, 301 Vulture St",,South Brisbane,3163 8734,5,Cafe/Restaurant,"S, South Brisbane"
5107,Neo Sushi,2/167 GREY STREET -,2/167 GREY STREET,,South Brisbane,-,,Cafe/Restaurant,"S, South Brisbane"
5108,Starbucks,"Shop 2B, 167 Grey Street -","Shop 2B, 167 Grey Street",,South Brisbane,-,4,Cafe/Restaurant,"S, South Brisbane"
5109,Fanda Catering,1/28 Brereton Street -,1/28 Brereton Street,,South Brisbane,-,4,Food Manufacturer,"S, South Brisbane"
5110,Motto Motto Japanese Kitchen South Bank,"Shop 5, 182 Grey St -","Shop 5, 182 Grey St",,South Brisbane,-,3,Cafe/Restaurant,"S, South Brisbane"
5111,Axis Cafe and Bar,Shop 1A Ground Floor 66 Ernest Street -,Shop 1A Ground Floor,66 Ernest Street,South Brisbane,-,5,Cafe/Restaurant,"S, South Brisbane"
5112,Phuc Deli,Cnr Melbourne & Merivale Sts (SW1 Bldg Grd Flr) -,Cnr Melbourne & Merivale Sts (SW1 Bldg Grd Flr),,South Brisbane,-,5,Cafe/Restaurant,"S, South Brisbane"
5113,Southbeach Social Pty Ltd,30/153 Stanley St -,30/153 Stanley St,,South Brisbane,-,,Cafe/Restaurant,"S, South Brisbane"
5114,Edmund Rice Education,82 Stephens Road -,82 Stephens Road,,South Brisbane,-,5,"Food Shop,Takeaway Food","S, South Brisbane"
5115,Lost Bean,"Shop 8, 180 Grey Street -","Shop 8, 180 Grey Street",,South Brisbane,-,3,"Bakery/Patisserie,Cafe/Restaurant","S, South Brisbane"
5116,Tippler's Tap,"SO3/SO3A Arbour on Grey, Grey St (Little Stanley St side) -","SO3/SO3A Arbour on Grey, Grey St",(Little Stanley St side),South Brisbane,-,4,Cafe/Restaurant,"S, South Brisbane"
5117,Sunrise Boulevard Cafe,Shop 2 43 Peel Street 3255 3755,Shop 2 43 Peel Street,,South Brisbane,3255 3755,3,Cafe/Restaurant,"S, South Brisbane"
5118,Hasu Dining Bar,164A Grey St 07 3846 5978,164A Grey St,,South Brisbane,07 3846 5978,3,Cafe/Restaurant,"S, South Brisbane"
5119,El Camino Southbank,153 Stanley Street -,153 Stanley Street,,South Brisbane,-,,Cafe/Restaurant,"S, South Brisbane"
5120,Five Sisters,141 Melbourne Street (07) 3846 5904,141 Melbourne Street,,South Brisbane,(07) 3846 5904,3,Cafe/Restaurant,"S, South Brisbane"
5121,GeLare Cafe,164B Grey St 07 3255 1314,164B Grey St,,South Brisbane,07 3255 1314,,Cafe/Restaurant,"S, South Brisbane"
5122,Max Brenner Chocolate Bar,Shops 1.1 & 1.2 Stanley Street Plaza (South Bank House) -,Shops 1.1 & 1.2 Stanley Street Plaza (South Bank House),,South Brisbane,-,,Cafe/Restaurant,"S, South Brisbane"
5123,Vege Me,9/220 Melbourne Street 3846 2723,9/220 Melbourne Street,,South Brisbane,3846 2723,3,Cafe/Restaurant,"S, South Brisbane"
5124,Chuffed Espresso,154 Melbourne Street -,154 Melbourne Street,,South Brisbane,-,3,Cafe/Restaurant,"S, South Brisbane"
5125,Nandos Southbank,"153 Stanley street, R3 Abigroup Building, Southbank Parklands 32550005","153 Stanley street, R3 Abigroup Building,",Southbank Parklands,South Brisbane,32550005,,Cafe/Restaurant,"S, South Brisbane"
5126,Grill'd,Shop 3 167 Grey Street -,Shop 3,167 Grey Street,South Brisbane,-,3,Cafe/Restaurant,"S, South Brisbane"
5127,New Zealand Natural Southbank,"Southbank Parklands, 153 Stanley Street -","Southbank Parklands, 153 Stanley Street",,South Brisbane,-,4,Food Stall,"S, South Brisbane"
